gram_key,brand name,description,corrected spelling,food_type,gram_type,tag1,tag2,tag3,tag4,tag5,tag6,tag7,equivalent,reference,comment
broccoli sprout,,broccoli sprout,,f,2,vegetable ,leafy ,,,,complete ,1,,,
bone broth,,broth,,f,2,"protein, other ",poultry ,chicken ,"saturated fat, high sodium?",,vague,3,,,
veggie burger,,vegetable burger ,burger with vegetable patty,f,2,"vegetable, grain","leafy, wheat ",,"added sugar, high sodium ",,vague ,4,,,
cheese stick,,cheese stick ,,f,2,dairy ,cheese ,,"saturated fat, highly processed ",,incomplete ,3,,,
rye bread,,rye bread ,,f,2,grain,wheat ,,high sodium ,,complete ,4,,,
whey protein,,whey protein,whey protein powder ,b,2,protein,protein powder ,,added sugar,supplement?,complete ,4,,,
hemp seed,,seed ,,f,2,seed ,hemp seed ,,,,complete ,1,,,
white bread,,bread,,f,2,grain,wheat,,"high sodium, highly processed, added sugar ",,incomplete ,4,,,
red cabbage,,cabbage ,,f,2,vegetable ,leafy ,,,,complete ,1,,,
poached egg,,poached egg,,f,2,protein,eggs,,saturated fat ,,complete ,1,,,
curry rice,,rice with curry ,seasoning ,f,2,"grain, dairy ","rice, yogurt ",,fermented,seasoning ,vague ,3,,,
egg toast,,toast with egg,toast with egg,f,2,"grain, protein","wheat, eggs",,"saturated fat, high sodium",,incomplete,3,,,
corn tortilla,,corn tortilla ,,f,2,grain,whole grain,,,,complete ,3,,,
rice cracker,,rice cracker ,,f,2,grain,rice ,,"added sugar, highly processed ",,complete ,4,,,
prune,,prune ,,f,1,fruit ,dried fruit ,,added sugar ,,complete ,,,,
prawn,,prawn,,f,1,protein,seafood,shellfish ,,,complete ,,,,
nugget,,,,f,1,,,,,,vague ,,,,
cupcake,,cupcake ,,f,1,dessert,baked good,,"added sugar, added salt, saturated fat, ",,complete ,,,,
falafel,,falafel ,,f,1,protein,legume ,bean ,fried,,complete ,,,,
miso,,,,f,1,other ,legume ,bean ,fermented ,seasoning,incomplete,,,,
parsley,,parsley,,f,1,vegetable ,leafy,,,,complete,,,,
tahini,,tahini,,f,1,seed ,sesame seed ,,unsaturated fat ,sauce ,complete,,,,
fennel,,fennel seed ,fennel seed ,f,1,seed ,fennel seed ,,,,complete ,,,,
leek,,leek ,,f,1,vegetable ,root ,,,,complete,,,,
brie,,brie ,brie cheese ,f,1,dairy ,cheese ,,saturated fat,,complete,,,,
tart,,,,f,1,,,,,,vague,,,,
courgette,,zucchini,zucchini,f,1,fruit ,,,,,complete ,,,,
oreo,,oreo cookies ,oreo cookies ,f,1,dessert,baked good ,,"added sugar, highly processed, saturated fat",,complete,,,,
spirulina,,spirulina,spirulina,f,1,vegetable,leafy,,,,complete,,,,
herbal,,,,f,1,,,,,,vague,,,,
papaya,,papaya,papaya,f,1,fruit ,berry ,,,,complete ,,,,
rooibos,,rooibos tea ,roobois tea ,f,1,vegetable ,,,,,vague ,,,,
hemp,,,,f,1,,,,,,vague ,,,,
kiwi,,kiwi,,f,1,fruit ,berry,,,,complete,,,,
beetroot,,beetroot ,,f,1,vegetable ,root ,,,,complete,,,,
avacado,,avocado ,avocado,f,1,fruit ,stone ,,unsaturated fat ,,complete,,,,
cacao,,cacao ,cocoa ,f,1,dessert ,chocolate ,,,,vague ,,,,
flaxseed,,flaxseed ,flaxseed ,f,1,seed ,flaxseed ,,,,complete ,,,,
bannana,,banana,banana,f,1,fruit,,,,,complete,,,,
chickpea,,chickpea,,f,1,protein,legume ,bean ,,,complete ,,chick pea ,,
ghee,,ghee,clarified butter ,f,1,dairy,butter ,,saturated fat ,,complete,,,,
scone,,scone,,f,1,grain,wheat ,,"added sugar, saturated fat",,incomplete,,,,
kimchi,,kimchi ,kimchi,f,1,vegetable ,leafy,,fermented ,,complete,,,,
pastry,,,,f,1,,,,,,vague ,,,,
tumeric,,tumeric,tumeric ,f,1,other,spice ,,,seasoning ,complete ,,,,
pomegranate,,pomegranate ,,f,1,fruit ,berry, ,,,complete ,,,,
buckwheat,,buckwheat ,buckwheat ,f,1,grain,wheat ,,,,complete ,,,,
apricot,,apricot ,,f,1,fruit ,stone fruit ,,,,incomplete ,,,,
sardine,,sardine ,sardine ,f,1,protein ,seafood ,fish ,high sodium. unsaturated ,,complete ,,,,
agave,,,,f,1,,,,,,vague ,,,,
almond cashew,,almonds and cashew ,almonds and cashews ,f,2,nut,almonds and cashews ,,unsaturated,,complete ,1,,,
almond flour,,almond flour ,almond flour ,f,2,nut ,almonds ,,,,incomplete ,1,,,
aloe,,aloe ,aloe ,f,1,vegetable,leafy,,,,incomplete,,,,
apple sauce,,apple sauce ,,f,2,fruit ,,,added sugar ,,complete,3,applesauce ,,
applesauce,,apple sauce ,apple sauce ,f,1,fruit ,,,added sugar ,,complete,3,apple sauce ,,
aubergine,,eggplant,eggplant ,f,1,vegetable ,,,,,complete,,,,
avocado oil,,avocado oil,,f,2,other ,,,unsaturated fat ,,complete,2,,,
baby carrot,,baby carrot ,,f,2,vegetable ,root ,,,,complete,1,,,
baby spinach,,baby spinach ,baby spinach ,f,2,vegetable ,leafy ,,,,complete,1,,,
bacon egg cheese,,bacon egg cheese ,bacon and egg with cheese ,f,3,"protein, dairy ","pork, poultry, cheese ",,,,complete ,4,,,
baguette,,baguette ,baguette ,f,1,grain ,wheat ,,high sodium ,,complete ,,,,
basmati rice,,basmati rice,basmati rice ,f,2,grain ,rice ,,,,incomplete,1,,,
bbq sauce,,barbeque sauce ,barbeque sauce ,f,2,other ,,,"added sugar, high sodium",sauce ,complete,4,,,
bean corn,,bean and corn,beans with corn,f,2,"protein, vegetable",legume,bean,,,complete,3,,,
bean rice,,bean and rice ,beans and rice ,f,2,"protein, grain","legume, rice ",bean,,,complete,3,,,
bean salad,,bean salad ,bean salad,f,2,protein,legume,bean,,,vague ,3,,,
beef burger,,beef burger ,,f,2,"protein, grain","red meat, wheat ",beef ,"high sodium, saturated fat",,vague ,3,,,
beef stew,,beef stew ,,f,2,protein,red meat,beef,"saturated fat, high sodium ",,vague ,3,,,
belvita,belvita ,biscuits ,belvita biscuit ,f,1,grain ,"wheat, whole grain ",,added sugars,,vague ,,,,
biscotti,,biscotti,,f,1,"grain, nut ","wheat, almonds",,"added sugars, saturated fat",,incomplete ,,,,
black olive,,black olives ,,f,2,fruit,,,,,complete,,,,
black pepper,,black pepper ,,f,2,other ,spice ,,,seasoning,complete,2,,,
bok choy,,bok choy ,,f,2,vegetable ,leafy,,,,complete,1,,,
bolognese,,bolognese,,f,1,"protein, fruit ","beef, berry", ,,,,,,,
bourbon,,bourbon alcohol,,b,1,alcohol,liquor ,straight ,fermented,,,,,,
breadstick,,breadstick ,breadstick ,f,1,grain,wheat ,,"high sodium, saturated fat ",,incomplete ,,,,
broccoli cauliflower,,broccoli and cauliflower ,broccoli and cauliflower,f,2,vegetable,,,,,complete,1,,,
brocoli,,broccoli,broccoli,f,1,vegetable,,,,,complete,,,,
brocolli,,broccoli,broccoli,f,1,vegetable,,,,,complete,,,,
brown bread,,brown bread,brown bread,f,2,grain,wheat ,,high sodium,,vague ,4,,,
brown sugar,,brown sugar,,f,2,sweet treat ,,,added sugar ,,vague ,2,,,
buffalo chicken,,buffalo chicken ,,f,2,"protein, dairy ","poultry, butter ",chicken ,"saturated fat, high sodium",sauce ,incomplete ,3,,,
burrito bowl,,burrito bowl ,,f,2,,,,,,vague ,3,,,
butter cracker,,butter cracker,,f,2,"grain, dairy ","wheat, butter ",,"added sugar, highly processed, high sodium ",,incomplete ,4,,,
cacao nib,,cacao ,cocoa ,f,2,dessert ,chocolate ,,,,vague ,,,,
cacao powder,,cacao ,cocoa ,f,2,dessert ,chocolate ,,,,vague ,,,,
capsicum,,bell pepper,bell pepper ,f,1,fruit ,,,,,complete ,,,,
cashew butter,,cashew butter ,,f,2,nut ,cashew ,,"added sugar, unsaturated fat ",,complete ,4,,,
cashew nut,,cashew butter ,cashew ,f,2,nut ,cashew ,,"added sugar, unsaturated fat ",,complete ,1,,,
cayenne pepper,,cayenne pepper,,f,2,other ,spice ,,,,complete ,2,cayenne ,,
cayenne,,cayenne,,f,1,other ,spice ,,,,complete ,,cayenne pepper ,,
cereal bar,,cereal bar,,f,2,grain ,cereal grain,,added sugar,bars ,complete,4,,,
chaga,,chaga mushroom,chaga mushroom,f,1,,,,,,vague ,,,,
chapati,,chapati bread,chapati bread ,f,1,grain,wheat ,,,,complete,,,,
chardonnay,,chardonnay wine ,chardonnay wine ,b,1,alcohol ,wine ,,fermented ,,complete,,,,
chees,,cheese ,cheese ,f,1,dairy,cheese ,,saturated fat ,,complete,,,,
cheese salad,,salad with cheese ,salad with cheese ,f,2,"vegetable, dairy ","cheese, leafy",,saturated fat ,,vague ,3,,,
chex,,chex ,,f,1,,,,,,vague ,,,,
chia pudding,,seed chia ,,f,2,"seeds, dairy ","chia seeds, milk ",,"saturated fat, added sugars",,vague ,3,,,
chick pea,,chickpea,chickpea ,f,2,protein,legume ,bean ,,,complete ,,,,
chicken burger,,burger with chicken patty,burger with chicken patty,f,2,"grain, protein","wheat, poultry",chicken,,,vague ,3,,,
chicken leg,,,,f,2,protein,poultry,chicken,saturated fat ,,complete,3,,,
chicken nugget,,chicken nugget,,f,2,"protein, grain","poultry, wheat",chicken ,"saturated fat, fried ",,complete,4,,,
chicken strip,,chicken strip,,f,2,"protein, grain","poultry, wheat",chicken ,"saturated fat, fried ",,complete,4,,,
chicken tender,,chicken tender,,f,2,"protein, grain","poultry, wheat",chicken ,"saturated fat, fried ",,complete,4,,,
chicory,,,,f,1,,,,,,vague ,,,,
chip guacamole,,chips and guacamole ,chips and guacamole ,f,2,"grain, fruit ","corn, stone ",,"unsaturated fat, fried ",,incomplete ,4,,,
chlorella,,,,f,1,,,,,,vague ,,,,
choc chip,,chocolate chip ,chocolate chip,f,2,dessert,chocolate ,,added sugars,,complete,4,,,
chocolat,,chocolate ,chocolate ,f,1,dessert,chocolate ,,added sugars,,complete,,,,
chocolate biscuit,,chocolate biscuit ,chocolate biscuit ,f,2,grain ,"wheat, whole grain ",,added sugars,,complete,,,,
chocolate candy,,chocolate ,chocolate ,f,2,dessert,chocolate ,,added sugars,,complete,,,,
chocolate cookie,,chocolate cookie ,chocolate cookie ,f,2,dessert,"chocolate, wheat, whole grain 	",,added sugars,,complete,,,,
chocolate ice cream,,chocolate ice cream ,,f,3,"dessert/sweet, dairy","ice cream, chocolate",,"saturated fat, added sugar",,complete,4,,,
chutney,,,,f,1,,,,,,vague ,,,,
cocoa powder,,cocoa powder,cocoa powder,f,2,dessert ,chocolate ,,,,vague ,,,,
coconut cream,,coconut cream ,coconut cream,f,2,,,,,,vague ,4,,,im honestly not sure for this one. 
coffee cake,,coffee cake ,,f,2,dessert,baked good ,,"added sugars, saturated fats ",,complete,4,,,
collard,,,,f,1,,,,,,vague ,,,,
collard green,,collard greens,collard greens ,f,2,vegetable,leafy ,,,,complete,1,,,
coriander,,coriander ,coriander ,f,1,other ,spice ,,,,complete,,,,
corn cob,,corn on the cob,corn on the cob ,f,2,"vegetable, grain",corn ,,,,complete,,,,
cornflakes,,cornflakes ,cornflakes,f,1,grain,"cereal grain, corn ",,added sugar,,incomplete ,,,,
cracker cheese,,cracker with cheese ,cracker with cheese,f,2,"grain, dairy","wheat, cheese",,saturated fat,,incomplete ,4,,,
cream cone,,,,f,2,,,,,,vague ,v,,,
cream stevia,,cream and stevia ,cream and stevia ,b,2,dairy,cream,,"sweetner, saturated fat ",,complete,4,,,
creme,,creme ,,b,1,dairy,cream,,saturated fat ,,complete,,,,
crepe,,crepe ,crepe,f,1,"dairy, grain","wheat, milk ",,"added sugar, saturated fat",,complete,,,,
crispbread,,crispbread,crispbread crackers ,f,1,grain,wheat ,,highly processed,,,,,,
crumble,,crumble,crumble,f,1,dessert ,"wheat, fruit ",,"added sugar, saturated fat",,vague ,,,,
crumpet,,crumpet ,crumpet,f,1,grain,wheat,,"added sugar, saturated fat ",,complete,,,,
cucumber salad,,cucumber salad,cucumber salad ,f,2,fruit ,berry, ,,,complete,3,,,
cumin,,cumin,cumin,f,1,other ,spice ,,,seasoning ,complete,,,,
curd,,curd,curd ,f,1,dairy,milk,,saturated fat ,,incomplete,,,,
curry chicken,,curry chicken ,curry with chicken ,f,2,"dairy, grain, protein","yogurt, rice, poultry",chicken ,"fermented, saturated fats",,incomplete ,3,,,
custard,,custard ,,f,1,dairy,,,,,vague ,,,,
dal,,lentils ,,f,1,protein,legume,lentil,,,complete,,,,
dandelion,,,,f,1,vegetable ,leafy ,,,,vague ,,,,
dark choc,,dark chocolate ,dark chocolate ,f,2,dessert ,chocolate ,,"added sugar, saturated fat ",,complete,4,,,
deviled egg,,deviled egg,deviled egg,f,2,"protein, dairy ","eggs, mayo",,"saturated fat, unsaturated fat ",,incomplete,4,,,
dew,,,,f,1,,,,,,vague ,,,,
dill,,dill, dill,f,1,vegetable ,leafy,,,seasoning ,incomplete,,,,
dill pickle,,dill pickle,dill pickle,f,2,fruit ,berry,,"high sodium, fermented ",,incomplete,3,,,
dosa,,crepe,crepe,f,1,"dairy, grain","wheat, milk ",,"added sugar, saturated fat",,complete,,,,
dried apricot,,dried apricot ,dried apricot ,f,2,fruit ,stone fruit,,"added sugar, saturated fat",,complete,1,,,
egg fried,,fried egg,fried egg,f,2,protein ,egg,,"saturated fat, fried ",,incomplete,3,,,
egg omelette,,egg omelette ,egg omelette ,f,2,protein ,egg ,,saturated fat ,,vague ,3,,,
energy bar,,energy bar ,energy bar ,f,2,,,,,,vague ,4,,,
evening primrose,,,,m,2,supplement,,,,,vague,v,,,
extra virgin olive oil,,extra virgin olive oil ,,f,4,other ,oil,,saturated fat ,,complete,2,,,
ezekiel bread,ezekiel ,sprouted whole grain bread ,,f,2,grain,whole grain,,,,complete,3,,,
filet,,,,f,1,,,,,,vague ,,,,
fillet,,,,f,1,,,,,,vague ,,,,
fish chip,,fish and chip ,fish and chip,f,2,"protein, grain, vegetable ","seafood, wheat, root",fish,"saturated fat, fried, high sodium ",,incomplete,4,,,
flapjack,,pancakes,flapjacks ,f,1,grain,wheat ,,"added sugar, saturated fat ",,complete,,pancake pancakes ,,
flat bread,,flatbread,flatbread,f,2,grain,wheat ,,saturated fat,,complete,4,flatbread,,
flatbread,,flatbread ,,f,1,grain,wheat ,,saturated fat,,complete,,flat bread,,
fritos,,fritos chips,fritos chips ,f,1,grain,corn ,,"fried, highly processed, saturated fat ",,complete ,,,,
fritter,,fritter ,fritter,f,1,grain,,,,,vague ,,,,
fudge,,fudge ,,f,1,dessert ,"chocolate, baked goods ",,,,,,,,
ginseng,,ginseng ,,f,1,vegetable,root ,,,,incomplete,,,,
gluten free bread,,gluten free bread,gluten free bread,f,3,grain,gluten-free ,,gluten free ,,incomplete,4,,,
gnocchi,,gnocchi,gnocchi,f,1,"vegetable, grain, protein","eggs, root, wheat",,saturated fat ,,incomplete,,,,
goji berry,,goji berry,,f,2,fruit,berry ,,,,incomplete,1,,,
gouda cheese,,gouda cheese ,,f,2,dairy,cheese ,,saturated fat ,,complete,3,,,
graham cracker,,graham cracker ,,f,2,grain,wheat,,added sugar,,incomplete,4,,,
grass fed beef,,grass fed beef ,,f,3,protein,red meat ,beef ,saturated fat ,,complete,3,,,
grass fed butter,,grass fed butter ,,f,3,dairy ,butter ,,saturated fat ,,complete ,2,,,
green olive,,green olive,green olive ,f,2,fruit,,,,,complete,3,,,
green onion,,green onion,,f,2,vegetable ,root ,,,,complete,1,,,
green pea,,green pea ,green pea ,f,2,vegetables,,,,,incomplete ,1,,,
green pepper,,green pepper ,,f,2,fruit ,berry ,,,,incomplete ,1,,,
guac,,guacamole ,guacamole ,f,1,fruit ,stone ,,unsaturated fat ,,vague ,,,,
guava,,guava ,guava,f,1,fruit ,,,,,complete,,,,
gummies,,gummies ,gummies ,f,1,dessert ,candy, ,added sugars,,complete ,,,,
gummy,,gummy,gummy ,f,1,dessert ,candy, ,added sugars,,complete ,,,,
halloumi,,halloumi cheese ,halloumi cheese ,f,1,dairy,cheese ,,fried ,,complete,,,,
hemp heart,,hemp seed ,shelled hemp seeds ,f,2,seeds,hemp,,,,complete,1,,,
herring,,herring fish,herring fish,f,1,protein,seafood ,fish,unsaturated fat ,,incomplete,,,,
hot sauce,,hot sauce ,,f,2,other ,sauce,,high sodium,sauce ,incomplete,4,,,
houmous,,hummus,hummus ,f,1,protein,legume ,bean ,unsaturated fat ,,complete ,,,,
hummus carrot,,hummus and carrots ,hummus and carrots ,f,2,"protein, vegetable","legume, root",bean ,unsaturated fat,,complete ,3,,,
ice cream cone,,ice cream cone ,,f,3,"dairy, grain","ice cream, flour",,"saturated fat, added sugar",,complete ,4,,,
italian sausage,,italian sausage,italian sausage ,f,2,protein,pork ,,saturated fat ,,incomplete,4,,,
jasmine rice,,jasmine rice ,,f,2,grain,rice ,,,,incomplete,1,,,
jello,,jello,jello,f,1,dessert ,,,added sugar,,incomplete,,,,
kale spinach,,kale and spinach,kale and spinach,f,2,vegetable,leafy,,,,complete,1,,,
kebab,,kebab,kebab,f,1,protein,,,,,vague ,,,,
kelp,,kelp,kelp,f,1,vegetable,leafy,,,,incomplete,,,,
kidney bean,,kidney bean,kidney beans ,f,2,protein,legume ,beans ,,,complete,1,,,
lamb chop,,lamb chop,lamb chop,f,2,protein,red meat ,lamb,saturated fat ,,complete,3,,,
larabar,lara bar ,granola bar,lara bar ,f,1,"fruit, nut",,,"added sugar, unsaturated fat",bars,complete,,,,
lasagne,,lasagne ,lasagne,f,1,"grain, protein, dairy","wheat, cheese ",,saturated fat ,,vague ,,,,
licorice,,licorice ,licorice ,f,1,dessert ,candy,,added sugar ,,complete,,,,
linseed,,linseed ,linseed (flaxseed),f,1,seed ,flaxseed/linseed,,,,complete ,,"flaxseed, flax seed ",,
lion mane,,lion mane ,,f,2,other ,mushroom ,,,,vague ,1,,,
loaf,,,,f,1,,,,,,vague ,,,,
maca,,,,f,1,,,,,,vague ,,,,
macaroni cheese,,macaroni and cheese ,macaroni and cheese ,f,2,"grain, dairy","wheat, cheese, milk ",,saturated fat ,,complete ,4,mac cheese,,
mackerel,,mackerel fish,,f,1,protein,seafood,fish,unsaturated fat ,,complete,,,,
mandarin orange,,,orange ,f,2,fruit,citrus ,,,,complete,1,,,
margarine,,margarine,margarine,f,1,vegetable ,,,"saturated fat, unsaturated fat, highly processed, trans fat",spread,complete,,,,
marmalade,,marmalade,marmalade,f,1,fruit,citrus ,,added sugars,spread,complete,,,,
marmite,marmite,marmite,marmite,f,1,grain,wheat,,"added sugar, unsaturated fat, high sodium, fermented",spread,complete,,,,
marshmallow,,marshmallow,,f,1,dessert,baked good ,,added sugar,,complete ,,,,
mash potato,,mashed potatoes ,mashed potatoes ,f,2,"vegetable, dairy","root, butter, milk ",,saturated fat,,incomplete,3,"mashed potato, mashed potatoes, mash potatos",,
mcdonalds,,,,f,1,,,,,,vague ,,,,
mcmuffin,,mcmuffin,mcmuffin,f,1,"grain, protein","wheat, redmeat ",pork,saturated fat,,vague ,,,,
milk thistle,,milk thistle ,,m,2,supplement ,herb,,,,vague ,v,,,
millet,,millet,,f,1,grain,cereal grain,,,,incomplete,,,,
mixed berry,,mixed berry,mixed berry,f,2,fruit,berry,,,,vague,1,,,
moringa,,moringa ,moringa ,f,1,other ,plant ,,,,vague ,,,,
mousse,,mousse ,mousse,f,1,"dessert, dairy","chocolate, cream",,"added sugart, saturated fat",,incomplete,,,,
mozzarella cheese,,mozzarella cheese ,,f,2,dairy,cheese ,,saturated fat,,complete,3,,,
multigrain,,,,f,1,,,,,,vague ,,,,
mussel,,mussel,mussel,f,1,protein,seafood ,shellfish,,,incomplete,,,put incomplete bc often there's things added to mussels. ,
natural peanut butter,,natural peanut butter ,peanut butter ,f,3,nut,peanuts ,,"unsaturated fat, high sodium",,incomplete ,1,,not sure if natural means no added sugars,
nettle,,nettle herb,,f,1,other ,herb,,,,vague ,,,not sure how it was consumed ,
nut bar,,nut bar,,f,2,nut ,,,unsaturated fat ,,vague ,4,,,
nut mix,,nut mix ,,f,2,nut ,,,unsaturated fat ,,vague ,1,,,
nutella,nutella,nutella ,chocolate hazelnut spread,f,1,"nut, dessert, dairy","hazelnut, chocolate, milk ",,"saturated fat, added sugar",,complete,,,,
nutritional yeast,,nutritonal yeast,,f,2,grain,wheat ,,,,vague ,4,,,
oatcake,,oatcake ,,f,1,"grain, dairy","butter, oats, wheat ",,saturated fat,,vague ,,,,
